Video link,260101,260102,260103,260104,260105,260106,260107,260108,260109,260110,260111,260112
ZZIKS6NIMHo,3231.0,3282.0,3308.0,3335.0,3359.0,3377.0,3440.0,3480.0,3533.0,3577.0,3606.0,3620
No2UhSOp8aM,2734.0,2739.0,2744.0,2756.0,2766.0,2777.0,2781.0,2785.0,2786.0,2792.0,2794.0,2798
eDSb9J1DJKc,30397.0,30799.0,31449.0,32019.0,32411.0,32848.0,33226.0,33488.0,33719.0,33973.0,34149.0,34287
_LGkbAg-4oo,130.0,134.0,136.0,137.0,138.0,139.0,142.0,143.0,144.0,144.0,146.0,146
aLBo0oJqBXI,180367.0,180902.0,181645.0,182312.0,182830.0,183387.0,183913.0,184472.0,184960.0,185499.0,185968.0,187384
VW7jSCsuWCI,14309.0,14358.0,14406.0,14452.0,14522.0,14552.0,14564.0,14579.0,14591.0,14596.0,14598.0,14604
AoC7BBs_l6g,1121.0,1137.0,1155.0,1164.0,1170.0,1179.0,1190.0,1200.0,1223.0,1240.0,1252.0,1268
YgwGBgZEKaM,3717.0,5478.0,6090.0,6444.0,6769.0,7018.0,7290.0,7466.0,7597.0,7717.0,7775.0,7845
YgwGBgZEKaM,3717.0,5478.0,6090.0,6444.0,6769.0,7018.0,7290.0,7466.0,7597.0,7717.0,7775.0,7845
blYK_tKXn9E,78404.0,78599.0,78772.0,78974.0,79099.0,79302.0,79534.0,79724.0,79816.0,79905.0,79978.0,80281
OCfFVUySdYw,261695.0,264526.0,268046.0,269962.0,271287.0,272448.0,273388.0,274663.0,276747.0,278352.0,279419.0,280103
7hTbNeHqGD8,355858.0,356704.0,357584.0,358371.0,359137.0,359813.0,360478.0,361169.0,361772.0,362437.0,363302.0,364174
QjMGurFjvT4,971.0,999.0,1025.0,1047.0,1068.0,1074.0,1079.0,1084.0,1086.0,1088.0,1089.0,1088
cC-6G5daQBo,3442.0,3463.0,3481.0,3501.0,3528.0,3550.0,3570.0,3592.0,3619.0,3641.0,3661.0,3689
Mxp_q_RBCXE,1074.0,52503.0,83962.0,95857.0,105296.0,113723.0,121329.0,128211.0,135109.0,143363.0,151221.0,157310
lRZXbdupH7I,8045.0,8277.0,8528.0,8759.0,8939.0,9115.0,9343.0,9526.0,9676.0,9855.0,10045.0,10218
J1kMnHO8xSk,4305.0,4325.0,4361.0,4387.0,4424.0,4478.0,4546.0,4588.0,4599.0,4599.0,4599.0,4599
ELaFmC2UFzk,38643.0,38654.0,38675.0,38686.0,38692.0,38715.0,38751.0,38801.0,38863.0,38922.0,38972.0,39027
UulR1x4tvZE,33979.0,34025.0,34074.0,34117.0,34163.0,34198.0,34242.0,34288.0,34320.0,34388.0,34437.0,34484
8cEdndsuzSE,364852.0,365309.0,365742.0,366187.0,366654.0,367121.0,367562.0,368028.0,368414.0,368921.0,369381.0,369837
n71tJihpPHA,1308.0,1321.0,1337.0,1348.0,1381.0,1396.0,1406.0,1416.0,1423.0,1429.0,1431.0,1436
_onCG9RhAIo,,,751.0,1362.0,1698.0,1930.0,2068.0,2200.0,2352.0,2504.0,2624.0,2667
QFI8C6_STTc,,,37.0,62.0,70.0,75.0,77.0,82.0,88.0,96.0,103.0,106
3Lj1CoLVQbU,,,,,,,,,,,,
N_P7j2JG7ws,,,,18.0,24.0,27.0,27.0,28.0,29.0,29.0,29.0,30
oB5ZwlgICvg,,,,,676.0,1166.0,1334.0,1407.0,1495.0,1720.0,1902.0,2061
-XJi9qCv_1s,,,,,1045.0,2212.0,2408.0,2506.0,2600.0,2659.0,2728.0,2778
5XCdT42R1Yg,,,,,,2825.0,2825.0,2825.0,2825.0,2825.0,2823.0,2823
t_HEiqWHg44,,,,,,1314.0,1371.0,1418.0,1446.0,1466.0,1479.0,1503
n17xAjgbHO0,,,,,,48.0,54.0,64.0,70.0,74.0,76.0,82
VQucfbsmlyc,,,,,,193.0,223.0,238.0,268.0,277.0,284.0,287
U4avKonYpIk,,,,,,461.0,861.0,911.0,931.0,952.0,969.0,986
1UyzVpQDkW8,,,,,,676.0,1319.0,1642.0,1864.0,2002.0,2078.0,2134
L_IrTG4E-CY,,,,,,286.0,329.0,363.0,387.0,403.0,434.0,454
OrlkRhaVnhk,,,,,,,1322.0,2921.0,3765.0,4584.0,5296.0,5665
zSFmsS5ufDs,,,,,,,115.0,264.0,315.0,330.0,401.0,514
22CcsqxQdW0,,,,,,,885.0,1063.0,1106.0,1158.0,1181.0,1202
nhDcqoetCy8,,,,,,,,3736.0,6937.0,8173.0,9228.0,10027
v5_GoNFr5wc,,,,,,,,,42577.0,62137.0,69910.0,74205
fAVrqc-IphQ,,,,,,,,,98.0,122.0,128.0,131
v5_GoNFr5wc,,,,,,,,,42577.0,62137.0,69910.0,74205
hRlt2L-MJKU,,,,,,,,,4194.0,5271.0,5729.0,6414
Sf5ErqLw33M,,,,,,,,,2929.0,3148.0,3248.0,3283
WZgam7x_ymU,,,,,,,,,,189.0,259.0,338
i3hQxcVNXx0,,,,,,,,,,298.0,638.0,868
JGvx-7IkUCA,,,,,,,,,,5.0,8.0,10
2gbVYUcPRwY,,,,,,,,,,25.0,33.0,40
v94Q1nzU4Vc,,,,,,,,,,,510.0,539
kacuL0bgsdI,,,,,,,,,,,,12011
BTlj6Sls7KE,,,,,,,,,,,,7032
ER4YaTP2Sc8,,,,,,,,,,,,1263
uGTz6iCDvIw,,,,,,,,,,,,25258
EKrsvC7XxhE,,,,,,,,,,,,8917
HHkj1M34QNg,,,,,,,,,,,,1803
