Video link,260101,260102,260103,260104,260105,260106,260107,260108,260109,260110,260111,260112,260113,260114,260115,260116,260117,260118,260119,260120,260121,260122,260123,260124,260125,260126,260127,260128,260129
ZZIKS6NIMHo,61630.0,62393.0,63101.0,63737.0,64538.0,65393.0,66406.0,67434.0,69643.0,72291.0,73426.0,74038.0,74457.0,74763.0,75219.0,75893.0,76766.0,77259.0,77816.0,78212.0,78607.0,78960.0,79161.0,79395.0,79580.0,79746.0,79932.0,80209.0,80429
No2UhSOp8aM,233668.0,235125.0,236323.0,237351.0,238505.0,239525.0,240361.0,241050.0,241708.0,242421.0,242903.0,243604.0,244238.0,244768.0,245380.0,245915.0,246355.0,246803.0,247212.0,247695.0,248120.0,248431.0,248805.0,249241.0,249615.0,250053.0,250479.0,250840.0,251224
eDSb9J1DJKc,1074235.0,1080870.0,1088454.0,1095703.0,1102763.0,1110633.0,1117428.0,1123387.0,1128944.0,1134736.0,1140148.0,1145304.0,1150441.0,1154395.0,1158441.0,1162559.0,1165818.0,1168909.0,1171823.0,1174629.0,1177232.0,1179803.0,1182409.0,1184752.0,1187043.0,1189394.0,1191652.0,1193664.0,1195728
_LGkbAg-4oo,1219.0,1388.0,1579.0,1763.0,1852.0,1912.0,2004.0,2060.0,2094.0,2107.0,2127.0,2138.0,2146.0,2151.0,2161.0,2167.0,2168.0,2173.0,2176.0,2178.0,2181.0,2185.0,2187.0,2189.0,2192.0,2193.0,2196.0,2197.0,2198
aLBo0oJqBXI,9929208.0,9962372.0,10014580.0,10049586.0,10083184.0,10116366.0,10148871.0,10180238.0,10210625.0,10241199.0,10269640.0,10318413.0,10364926.0,10396445.0,10424352.0,10454658.0,10481881.0,10506681.0,10527301.0,10547744.0,10565993.0,10583764.0,10602767.0,10623614.0,10644578.0,10663435.0,10681394.0,10697052.0,10712447
VW7jSCsuWCI,151972.0,153262.0,154283.0,155163.0,156617.0,157454.0,157948.0,158361.0,158679.0,158919.0,159123.0,159312.0,159476.0,159627.0,159756.0,159882.0,159975.0,160057.0,160137.0,160280.0,160433.0,160498.0,160600.0,160677.0,160739.0,160802.0,160830.0,160891.0,160935
AoC7BBs_l6g,5714.0,5854.0,5989.0,6097.0,6198.0,6318.0,6438.0,6581.0,6690.0,6857.0,6994.0,7171.0,7430.0,7824.0,8514.0,8844.0,8970.0,9070.0,9117.0,9153.0,9179.0,9197.0,9207.0,9218.0,9225.0,9235.0,9245.0,9257.0,9267
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207.0,652108.0,661471.0,668368.0,673044.0,678098.0,682477.0,686296.0,689634.0,693146.0,695600.0,697683.0,700009.0,702161.0,704235.0,706336.0,708288.0,709945.0,711484.0,713369.0,715021.0,716706.0,718337
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207.0,652108.0,661471.0,668368.0,673044.0,678098.0,682477.0,686296.0,689634.0,693146.0,695600.0,697683.0,700009.0,702161.0,704235.0,706336.0,708288.0,709945.0,711484.0,713369.0,715021.0,716706.0,718337
