Video link,260101,260102,260103,260104,260105,260106,260107
ZZIKS6NIMHo,61630.0,62393.0,63101.0,63737.0,64538.0,65393.0,66406
No2UhSOp8aM,233668.0,235125.0,236323.0,237351.0,238505.0,239525.0,240361
eDSb9J1DJKc,1074235.0,1080870.0,1088454.0,1095703.0,1102763.0,1110633.0,1117428
_LGkbAg-4oo,1219.0,1388.0,1579.0,1763.0,1852.0,1912.0,2004
aLBo0oJqBXI,9929208.0,9962372.0,10014580.0,10049586.0,10083184.0,10116366.0,10148871
VW7jSCsuWCI,151972.0,153262.0,154283.0,155163.0,156617.0,157454.0,157948
AoC7BBs_l6g,5714.0,5854.0,5989.0,6097.0,6198.0,6318.0,6438
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207
blYK_tKXn9E,527156.0,530850.0,534368.0,537543.0,540497.0,544130.0,548342
OCfFVUySdYw,1520620.0,1552330.0,1605803.0,1640140.0,1666562.0,1690276.0,1711962
7hTbNeHqGD8,12418490.0,12451822.0,12485028.0,12516646.0,12552039.0,12586076.0,12619337
QjMGurFjvT4,6780.0,7113.0,7453.0,7717.0,7916.0,8019.0,8084
cC-6G5daQBo,92475.0,93533.0,94630.0,95702.0,97372.0,98866.0,100094
Mxp_q_RBCXE,3196.0,476150.0,1067341.0,1441047.0,1773183.0,2102169.0,2417094
lRZXbdupH7I,43984.0,45525.0,46999.0,48698.0,49926.0,51090.0,52453
J1kMnHO8xSk,89722.0,91835.0,94335.0,96414.0,98232.0,100320.0,102812
ELaFmC2UFzk,370908.0,371304.0,371865.0,372408.0,372910.0,373419.0,373933
UulR1x4tvZE,529251.0,532290.0,535457.0,539279.0,543360.0,547215.0,551715
8cEdndsuzSE,21144971.0,21186470.0,21229979.0,21273684.0,21316833.0,21360358.0,21404480
n71tJihpPHA,11309.0,11677.0,11974.0,12236.0,12806.0,13213.0,13440
_onCG9RhAIo,,,2251.0,5809.0,7927.0,9451.0,10513
QFI8C6_STTc,,,841.0,1807.0,2249.0,2565.0,2784
3Lj1CoLVQbU,,,2549.0,6446.0,8433.0,9498.0,10472
N_P7j2JG7ws,,,,69.0,136.0,153.0,171
oB5ZwlgICvg,,,,,3916.0,11833.0,16307
-XJi9qCv_1s,,,,,2990.0,9945.0,11259
5XCdT42R1Yg,,,,,,35067.0,35082
t_HEiqWHg44,,,,,,6716.0,7796
n17xAjgbHO0,,,,,,239.0,288
VQucfbsmlyc,,,,,,791.0,1037
U4avKonYpIk,,,,,,1268.0,4301
1UyzVpQDkW8,,,,,,3718.0,11008
L_IrTG4E-CY,,,,,,3483.0,4675
OrlkRhaVnhk,,,,,,,8980
zSFmsS5ufDs,,,,,,,1147
22CcsqxQdW0,,,,,,,5695
