Artist ID,Album ID,Album URL,Album date,Video link,Album type,Label,ID
Idol-kim-dahyun,2026-black-swan,/musicalbums/2026-Black-Swan,260117,,mini_album,OGAM Entertainment,e0cdab14-4a84-494e-8d1e-21e575c8a963
Group-bts,2026-arirang,/musicalbums/2026-ARIRANG,260320,5e_VnIBO32I,mini_album,BigHit Music,d68d22e9-c48d-4cfc-a52c-c9c8ba110e5f
Group-comma,2026-toxic-sugar,/musicalbums/2026-Toxic-Sugar,260109,liIBNPLp6D8,single,4824company,0c57c8eb-befe-4a6f-a5e9-a8ac410b3a9a
Group-cravity,2026-blast-out,/musicalbums/2026-Blast-Out,260318,SoZeR3ttHKk,single,AMUSE,6d41b0b1-34bf-497e-84be-a1b64572d7dd
Group-dodree,2026-just-like-a-dream,/musicalbums/2026-Just-Like-A-Dream,260121,PqWApYzlfrU,single,INNIT Entertainment,696fbadc-c3ef-49a7-9371-4c14a151f046
Group-geenius,2026-love-don-t-change,/musicalbums/2026-Love-Don-t-Change,260115,,studio,HOMe,efad5260-a850-461a-b079-fe0accf4a174
Group-lngshot,2026-4shoboiz-mixtape,/musicalbums/2026-4SHOBOIZ-MIXTAPE,260116,Zl-LzXzy4vc,mini_album,More Vision,b7637529-79ff-4820-a969-2c7ac10fece5
Group-momoland,2026-white-spring,/musicalbums/2026-White-Spring,260123,,single,Inyeon Entertainment,9618f64b-dd0a-4df7-929e-a4fbd841e2bf
Group-whib,2026-rock-the-nation,/musicalbums/2026-ROCK-THE-NATION,260129,uRnl1Lj7GqM,mini_album,CJes Studios,4cf42d03-0973-4c5c-9c2c-041555346549
Group-young-posse,2026-visa-pilot3,/musicalbums/2026-Visa-Pilot3,260127,,single,"DSP Media, BEATS Entertainment",f61d96bf-916c-4f1e-9c93-5d3214a00476
Idol-coiblen,2026-c-o-d-e,/musicalbums/2026-C-O-D-E,260206,8m932pAU0f8,,,
Idol-unknown,2026-sealook-2-ost,/musicalbums/2026-Sealook-2-OST,260109,,ost,The Pinkfong Company,e1607d4d-2742-4e72-a312-1fd678b03bea
Group-misamo,2026-confetti,/musicalbums/2026-Confetti,260116,gOjG-70-D5o,,,
Idol-unknown,2026-119,/musicalbums/2026-119,260118,gJrl2mpEsxI,single,Way Better,52050372-d2e5-4992-a03f-411e941b0ec8
Idol-lola2,2026-tatz,/musicalbums/2026-Tatz,260119,4jyZpXEW88E,single,Symphonic,a1ed2d12-ba51-4a25-8b47-cafd45657931
Group-aoen,2026-fell-in-a-second,/musicalbums/2026-Fell-in-a-Second,260318,,,,
Group-forestella,2026-nella-notte,/musicalbums/2026-Nella-Notte,260119,HUNkE8Sopwo,,,
Group-rescene,2026-pinball-japanese-ver,/musicalbums/2026-Pinball-Japanese-Ver,260121,ou2Y2vGKCyY,single,THE MUZE Entertainment,29db896c-f8d6-4846-bd0a-bbcd01bfbf18
Idol-bora2,2026-muffler,/musicalbums/2026-Muffler,260115,RV5_Y_f7u0k,,,
Idol-dia2,2026-dance-sped-up,/musicalbums/2026-Dance-Sped-Up,260110,,,,
Idol-james-lee,2026-dead-stars,/musicalbums/2026-Dead-Stars,260119,K7t12aTmhkc,,,
Idol-unknown,2026-suji,/musicalbums/2026-SUJI,260114,Vj3zqFDToIM,,,
Group-billlie,2026-cloud-palace-false-awakening,/musicalbums/2026-Cloud-Palace-False-Awakening,260127,SeZ6L9jZmHc,,,
Group-nwh-i,2026-siren-call,/musicalbums/2026-Siren-Call,260126,wlR8b_uOfh4,,,
Group-1verse,2026-wabif,/musicalbums/2026-WABIF,260121,F192Gkz5Tas,,,
Group-8turn,2026-bruise,/musicalbums/2026-Bruise,260128,4sl47VgK_4A,,,
Group-kickflip,2026-from-kickflip-to-weflip,/musicalbums/2026-From-KickFlip-To-WeFlip,260120,OgOm9Ei0BUc,,,
Group-pow,2026-come-true,/musicalbums/2026-Come-True,260128,kI9YD61ehIw,,,
Group-txt,2026-sss-sending-secret-signals-feat-hyde,/musicalbums/2026-SSS-Sending-Secret-Signals-feat-HYDE,260126,XQ7vBKHMw7M,,,
Idol-maddyxp,2026-grapefruit,/musicalbums/2026-grapefruit,260117,3WT8A28JPnY,,,
Idol-yena2,2026-nemonemo-japanese-ver,/musicalbums/2026-Nemonemo-Japanese-Ver,260121,HRDApL3_m18,,,
Group-i-dle,2026-mono,/musicalbums/2026-Mono,260127,DYgE3SGPEqk,mini_album,,df9b5c87-d86d-472d-90bd-1bb09acccebd
Group-skinz,2026-why-u-mad,/musicalbums/2026-WHY-U-MAD,260204,CO7xkEXsn5s,,,
Idol-choi-hari,2026-jumper,/musicalbums/2026-JUMPER,260121,,,,
Idol-hebi,2026-become,/musicalbums/2026-Become,260122,XPqXU3SfxdU,,,
Idol-kang-daniel,2026-obsession,/musicalbums/2026-Obsession,260122,JBrmXv5nwZs,,,
Idol-sya,2026-23-24,/musicalbums/2026-23-24,260203,f9m2SQ81v7Q,,,
Idol-yeoeun,2026-i-love-you-i-love-you,/musicalbums/2026-I-Love-You-I-Love-You,260122,XE4A3zRxk8M,,,
Group-bolbbalgan4,2026-loosing-heart-veiled-musician-x-bol4-with-yeouido-dong-three-star,/musicalbums/2026-Loosing-Heart-Veiled-Musician-X-BOL4-with-Yeouido-dong-Three-Star,260113,6PH4Kfjeuo8,,,
Group-girlset,2026-little-miss-misdemeanor,/musicalbums/2026-Little-Miss-Misdemeanor,260123,vuAp-MShrVw,,,
Group-i1it,2026-red-line,/musicalbums/2026-RED-line,260203,WMgKm01lr2M,,,
Group-madein,2026-girl-meets-boy,/musicalbums/2026-Girl-Meets-Boy,260209,slHHlZN3N0w,,,
Group-zerobaseone,2026-roses,/musicalbums/2026-Roses,260123,JUeZL0TyT3I,,,
Idol-gray,2026-project-y-original-motion-picture-soundtrack,/musicalbums/2026-Project-Y-Original-Motion-Picture-Soundtrack,260121,BN3sEtwD7qU,,,
Idol-hyun-o,2026-starlight-glaze,/musicalbums/2026-Starlight-Glaze,260124,8k0qIUhaCD0,,,
Idol-yoseop,2026-unloved-echo,/musicalbums/2026-Unloved-Echo,260209,pOAKFUpMdd0,,,
Idol-junho,2026-always,/musicalbums/2026-Always,260126,7ehdQWIV5Ik,,,
Group-ive,2026-revive,/musicalbums/2026-REVIVE,260226,4qWUNxnZ35U,,,
Group-nct-jnjm,2026-both-sides,/musicalbums/2026-BOTH-SIDES,260223,EzvhlgTNCbU,,,
Idol-youngjae3,2026-shinbi-s-haunted-house-10th-anniversary-movie-summon-once-more-ost,/musicalbums/2026-Shinbi-s-Haunted-House-10th-Anniversary-Movie-Summon-Once-More-OST,260116,OaBsMBK1Bgo,,,
Group-ab6ix,2026-a-minute-a-second,/musicalbums/2026-A-Minute-A-Second,260127,1hRzRN2bs3k,,,
Group-ive,2026-revive,/musicalbums/2026-REVIVE,260223,4qWUNxnZ35U,,,
Idol-hyojin4,2026-painkiller,/musicalbums/2026-Painkiller,260213,e4RCv5k_kuE,,,
Idol-juntae,2026-tired-of-falling-in-love,/musicalbums/2026-Tired-of-falling-in-love,260129,IWeJUiyqFes,,,
Group-my-rakl,2026-wish-upon-the-stars,/musicalbums/2026-Wish-Upon-the-Stars,260126,-xw1nTIH50I,,,
Group-tws,2026-nice-to-see-you-again-korean-ver,/musicalbums/2026-Nice-To-See-You-Again-Korean-ver,260209,,,,
Idol-hweseung,2026-run-with-me,/musicalbums/2026-Run-With-Me,260129,2M65XQn-2Pk,,,
Group-all-h-ours,2026-my-spring-my-light-my-breath,/musicalbums/2026-My-Spring-My-Light-My-Breath,260129,AEYrm_IFoKk,,,
Group-onewe,2026-ferris-wheel,/musicalbums/2026-Ferris-Wheel,260114,KyRERlh3X28,,,
Idol-chaeryeong,2026-no-tail-to-tell-pt-4,/musicalbums/2026-No-Tail-to-Tell-Pt-4,260130,VSzrNrTeXMM,,,
Idol-unknown,2026-never-meant-to-be,/musicalbums/2026-Never-Meant-to-Be,260129,77IbsMVWyuQ,,,
Idol-gist,2026-r-g,/musicalbums/2026-R-G,260128,unlgFDu7-pA,,,
Idol-sungkyu2,2026-off-the-map,/musicalbums/2026-Off-The-Map,260302,,,,
Idol-taehyun,2026-like-the-movies,/musicalbums/2026-Like-the-movies,260130,FG2BQp9oRik,,,
Group-navillera,2026-no-limit,/musicalbums/2026-No-Limit,260203,5221XAQ6aTc,,,
Group-one-or-eight,2026-gather,/musicalbums/2026-GATHER,260124,Qcz-7evvAqY,single,AVEX Music Creative Inc.,f3f26247-d788-4e15-b4c7-815ae697a232
Group-one-pact,2026-1-only,/musicalbums/2026-1-ONLY,260226,,,,
Idol-gongwon,2026-flower,/musicalbums/2026-Flower,260130,3NqKXg2gxcc,,,
Idol-lee-jiham,2026-forever-mine,/musicalbums/2026-Forever-Mine,260129,bAENPpwyOU4,,,
Idol-leebada,2026-offline,/musicalbums/2026-Offline,260117,CuHBrVR5J7s,,,
Group-hi-fi-un-corn,2026-super-duper,/musicalbums/2026-SUPER-DUPER,260114,e8X35-Teneg,,,
Group-hi-fi-un-corn,2026-laila,/musicalbums/2026-LAILA,260130,XECOC6C_Nr4,,,
Group-ive,2026-bang-bang,/musicalbums/2026-BANG-BANG,260209,WXav5B0ppUo,,,
Group-sweden-laundry,2026-forevermore,/musicalbums/2026-Forevermore,260120,4oktaGUvcTI,,,
Idol-unknown,2026-project-y-original-motion-picture-soundtrack,/musicalbums/2026-Project-Y-Original-Motion-Picture-Soundtrack,260121,BN3sEtwD7qU,,,
Idol-jiwoo,2026-ex-ist,/musicalbums/2026-EX-IST,260211,WBAIQVnkMcE,,,
Group-rolling-quartz,2026-romantist,/musicalbums/2026-Romantist,260128,rlKaNmMCew4,,,
Idol-d-ark,2026-lovex,/musicalbums/2026-LOVEX,260202,hoep54xEUeU,,,
Idol-goopy,2026-loved-up,/musicalbums/2026-Loved-up,260202,1NJkrWfJgbU,,,
Idol-kassy,2026-a-love-just-for-you,/musicalbums/2026-A-Love-Just-For-You,260201,39upRxI7Yvc,,,
Idol-woodz,2026-archive-1,/musicalbums/2026-Archive-1,260304,aT26fdm0ZFs,,,
Group-triples,2026-4study-4work-4inst-vol-3,/musicalbums/2026-4Study-4Work-4Inst-Vol-3,260202,YrFeVx2vIG8,,,
Idol-eunji,2026-parrot,/musicalbums/2026-Parrot,260203,6uFgNS9hCiU,,,
Idol-yel,2026-narcissist,/musicalbums/2026-Narcissist,260202,KQfAQ-fHFCc,,,
Idol-younha,2026-seasonal-crime,/musicalbums/2026-Seasonal-Crime,260202,jkdx9PaVKe0,,,
Group-trendz,2026-kart-racer,/musicalbums/2026-Kart-Racer,260213,,,,
Idol-chungha,2026-save-me,/musicalbums/2026-Save-Me,260209,EDxI7p2M8Xk,,,
Idol-gunwoo,2026-talk-to-me,/musicalbums/2026-Talk-To-Me,260121,be8G6WqvGn8,,,
Idol-jin-hyun-bin,2026-the-void,/musicalbums/2026-The-Void,260204,O17TW3DXUU0,,,
Group-avion,2026-jamila,/musicalbums/2026-Jamila,260204,0srzt8rpr3Q,,,
Group-monsta-x,2026-growing-pains,/musicalbums/2026-Growing-Pains,260206,LxkkKsE9mS8,,,
Group-niziu,2026-too-bad,/musicalbums/2026-Too-Bad,260401,,,,
Idol-unknown,2026-yin-and-yang-feat-dean-penomeco-fanxy-child-ver,/musicalbums/2026-Yin-and-Yang-feat-DEAN-PENOMECO-FANXY-CHILD-Ver,260204,oyXx7MDqZ-Q,,,
Idol-jd1,2026-collection-of-props-vol-2,/musicalbums/2026-Collection-of-Props-Vol-2,260205,bRzo1UMw7YI,,,
Idol-sorn,2026-call-it-what-you-want,/musicalbums/2026-Call-It-What-You-Want,260213,JfUdhFOfj2A,,,
Idol-suho,2026-i-am-solo-pt-2,/musicalbums/2026-I-am-SOLO-Pt-2,260205,5TsjmyIwHy8,,,
Group-big-ocean,2026-the-greatest-battle,/musicalbums/2026-The-Greatest-Battle,260303,,,,
Group-hatchi,2026-tokimetique,/musicalbums/2026-Tokimetique,260205,g7eWRfcM7jU,,,
Idol-chanmina,2026-flip-flap,/musicalbums/2026-FLIP-FLAP,260204,CRf5qcPd5a0,,,
Idol-dj-aster,2026-rumble,/musicalbums/2026-Rumble,260206,1LYEVx1k0T0,,,
Idol-unknown,2026-memories,/musicalbums/2026-Memories,260206,GD5AcHvkI2E,,,
Idol-jennie,2026-dracula-remix,/musicalbums/2026-Dracula-Remix,260206,0UPDBODtxzw,,,
Idol-kessia,2026-choose,/musicalbums/2026-choose,260123,IOLNzfBSeBA,,,
Idol-lee-jiham,2026-love-before-me,/musicalbums/2026-Love-before-Me,260212,,,,
Idol-shaun,2026-diary,/musicalbums/2026-Diary,260210,,,,
Group-hearts2hearts,2026-rude,/musicalbums/2026-RUDE,260220,,,,
Idol-onew,2026-tough-love,/musicalbums/2026-TOUGH-LOVE,260309,D6wqZefJCDo,,,
Group-hori7on,2026-lunod,/musicalbums/2026-LUNOD,260213,5m97c9Hit7g,,,
Group-qqq,2026-qtoresq,/musicalbums/2026-QtoresQ,260226,,,,
Group-sikkoo,2026-home,/musicalbums/2026-home,260206,3KxiGwS2Ons,,,
Group-x-in,2026-hyper,/musicalbums/2026-Hyper,260220,,,,
Idol-blah,2026-normal-life,/musicalbums/2026-Normal-Life,260212,Vufz0kX5L3g,,,
Idol-jaehyuk2,2026-who-am-i,/musicalbums/2026-Who-AM-I,260211,N_sjonH-j9Y,,,
Idol-yeo-one,2026-run-it-up,/musicalbums/2026-Run-It-Up,260211,,,,
Hi-Fi Un!corn,super-duper,/musicalbums/super-duper,260114,e8X35-Teneg,single,Sony Music Labels Inc.,a579752a-dffb-4bb3-990f-e88a2c84059a
Forestella,nella-notte-1769818187638,/musicalbums/nella-notte-1769818187638,260119,HUNkE8Sopwo,mini_album,,482f33d7-aaf6-4bb4-b466-ade8ca08a202
KickFlip,from-kickflip-to-weflip-1769818179834,/musicalbums/from-kickflip-to-weflip-1769818179834,260120,OgOm9Ei0BUc,mini_album,,4b8bd5f9-544d-4e27-be79-54f83af1d497
1VERSE,wabif-1769818182648,/musicalbums/wabif-1769818182648,260121,8b4Cf1tlDFk,mini_album,,b12207f1-c17e-4c08-a9e7-f6f453659593
NCT WISH,call-me-back-nct-wish,/musicalbums/call-me-back-nct-wish,260122,sD44sjGm1GM,single,,d06e846b-d18d-4fc3-ad7d-2bc3c8324c3c
